,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
0,2019-12-31,IRM,USD,2020-02-13 00:00:00,2020-02-13 16:08:45,FY,268211000,658201000,-624000.0,35654000,8756000.0,0.0,0.0,0.0,0.0,30443000.0,966655000,0.0,0.0,0.0,0.0,-76171000.0,0.0,-14537039000,0.0,0.0,-704526000,-5753000.0,0.0,29838000,28070000.0,193555000,165485000,966655000,-748459000,218196000,https://www.sec.gov/Archives/edgar/data/1020569/000102056920000029/0001020569-20-000029-index.html,https://www.sec.gov/Archives/edgar/data/1020569/000102056920000029/irm201910k.htm
1,2018-12-31,IRM,USD,2019-02-14 00:00:00,2019-02-14 16:15:05,FY,376976000,639514000,-10729000.0,31167000,-50287000.0,0.0,0.0,0.0,0.0,31956000.0,935549000,0.0,0.0,0.0,0.0,-26208000.0,0.0,-14194662000,84908000.0,0.0,-673635000,-16405000.0,0.0,-16395000,-760214000.0,165485000,925699000,935549000,-532541000,403008000,https://www.sec.gov/Archives/edgar/data/1020569/000102056919000018/0001020569-19-000018-index.html,https://www.sec.gov/Archives/edgar/data/1020569/000102056919000018/irm201810k.htm
2,2017-12-31,IRM,USD,2018-02-16 00:00:00,2018-02-16 16:32:49,FY,191723000,522376000,-36370000.0,30019000,-101951000.0,-89653000.0,0.0,34898000.0,13164000.0,26215000.0,720968000,0.0,0.0,0.0,0.0,0.0,0.0,-16180702000,575591000.0,0.0,-439999000,-1563000.0,0.0,50503000,689215000.0,925699000,236484000,720968000,-418316000,302652000,https://www.sec.gov/Archives/edgar/data/1020569/000102056918000006/0001020569-18-000006-index.html,https://www.sec.gov/Archives/edgar/data/1020569/000102056918000006/irm201710k.htm
3,2016-12-31,IRM,USD,2017-02-23 00:00:00,2017-02-23 12:57:50,FY,103880000,452326000,-50368000.0,28976000,-60813000.0,-23206000.0,0.0,-50712000.0,-4238000.0,25368000.0,543895000,0.0,0.0,0.0,0.0,0.0,0.0,-14853205000,0.0,0.0,-505871000,-17304000.0,0.0,16624000,108103000.0,236484000,128381000,543895000,-379369000,164526000,https://www.sec.gov/Archives/edgar/data/1020569/000102056917000010/0001020569-17-000010-index.html,https://www.sec.gov/Archives/edgar/data/1020569/000102056917000010/irm201610k.htm
4,2015-12-31,IRM,USD,2016-02-26 00:00:00,2016-02-26 09:12:12,FY,125203000,345464000,-7473000.0,27585000,-43405000.0,17984000.0,0.0,18017000.0,-7108000.0,9249000.0,541760000,0.0,0.0,0.0,0.0,33860000.0,0.0,-11611601000,0.0,0.0,-406508000,-8260000.0,0.0,55891000,2448000.0,128381000,125933000,541760000,-345360000,196400000,https://www.sec.gov/Archives/edgar/data/1020569/000102056916000013/0001020569-16-000013-index.html,https://www.sec.gov/Archives/edgar/data/1020569/000102056916000013/irm201510k.htm
